Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Fut	verbs_tense_dist_Imp	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Cnd	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_mood_dist_Sub	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_Plur+2	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_Sing+2	verbs_num_pers_dist_Sing+3	aux_tense_dist_Fut	aux_tense_dist_Imp	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Cnd	aux_mood_dist_Imp	aux_mood_dist_Ind	aux_mood_dist_Sub	aux_form_dist_Fin	aux_form_dist_Ger	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_Plur+1	aux_num_pers_dist_Plur+2	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+2	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	prep_dist_5	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:poss	dep_dist_det:predet	dep_dist_expl	dep_dist_expl:impers	dep_dist_expl:pass	dep_dist_fixed	dep_dist_flat	dep_dist_flat:name	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:agent	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4
010.conllu	2	21	10.5	5.157894736842105	9.523809523809524	9.523809523809524	0	4.761904761904762	4.761904761904762	9.523809523809524	0	19.047619047619047	4.761904761904762	0	4.761904761904762	0	9.523809523809524	4.761904761904762	0	19.047619047619047	0	0.5263157894736842	0	25.0	50.0	25.0	0	0	50.0	50.0	50.0	0	0	50.0	0	50.0	0	0	50.0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	2.0	100.0	1.75	0	50.0	25.0	25.0	0	0	0	3.0	5.25	4.0	2.0	6	1.0	2	100.0	0	0	0	0	0	0	50.0	50.0	0	0	0	0	9.523809523809524	0	4.761904761904762	0	9.523809523809524	4.761904761904762	4.761904761904762	0	4.761904761904762	0	0	9.523809523809524	0	0	4.761904761904762	0	0	0	0	0	0	4.761904761904762	9.523809523809524	9.523809523809524	0	4.761904761904762	0	0	0	0	9.523809523809524	9.523809523809524	0	66.66666666666667	33.333333333333336	100.0	0.0	1.0	100.0	0	0	0
011.conllu	2	22	11.0	5.5	9.090909090909092	13.636363636363637	0	4.545454545454546	4.545454545454546	13.636363636363637	0	31.818181818181817	4.545454545454546	0	0	0	9.090909090909092	0	0	9.090909090909092	0	0.55	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	0	0	0	1.0	50.0	1.5	0	50.0	50.0	0	0	0	0	3.0	11.0	4.5	2.0	7	2.0	1	0	100.0	0	0	0	0.0	100.0	100.0	0.0	4.545454545454546	0	0	0	9.090909090909092	0	4.545454545454546	0	13.636363636363637	4.545454545454546	0	0	4.545454545454546	0	0	13.636363636363637	0	0	0	0	0	0	0	0	0	0	9.090909090909092	4.545454545454546	0	4.545454545454546	4.545454545454546	4.545454545454546	0	0	9.090909090909092	9.090909090909092	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0	0
012.conllu	1	19	19.0	5.333333333333333	15.789473684210526	10.526315789473685	0	0	5.2631578947368425	21.05263157894737	0	26.31578947368421	0	0	5.2631578947368425	0	5.2631578947368425	0	0	10.526315789473685	0	0.5555555555555556	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	3.0	0	0	50.0	0	50.0	0	0	5.0	9.5	6.0	1.9411764705882353	6	1.0	1	100.0	0	0	0	0	50.0	50.0	100.0	0.0	0	0	0	0	15.789473684210526	0	0	0	10.526315789473685	5.2631578947368425	0	0	5.2631578947368425	0	0	21.05263157894737	0	0	0	0	0	0	0	0	0	0	5.2631578947368425	10.526315789473685	0	0	10.526315789473685	5.2631578947368425	0	0	5.2631578947368425	5.2631578947368425	0	100.0	0.0	0	0	0	0	0	0	0
013.conllu	1	19	19.0	5.388888888888889	15.789473684210526	10.526315789473685	0	0	5.2631578947368425	26.31578947368421	0	31.57894736842105	0	0	0	0	5.2631578947368425	0	0	5.2631578947368425	0	0.5555555555555556	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	6.0	19.0	4.0	1.7058823529411764	4	2.0	1	0	100.0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	0	15.789473684210526	0	0	0	10.526315789473685	5.2631578947368425	0	0	5.2631578947368425	0	0	26.31578947368421	0	0	0	0	0	0	0	0	0	0	15.789473684210526	5.2631578947368425	0	0	5.2631578947368425	0	0	0	5.2631578947368425	5.2631578947368425	0	100.0	0.0	0	0	0	0	0	0	0
014.conllu	1	18	18.0	5.411764705882353	0	16.666666666666668	0	0	5.555555555555555	27.77777777777778	0	33.333333333333336	5.555555555555555	0	0	0	5.555555555555555	0	0	5.555555555555555	0	0.4117647058823529	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	4.0	18.0	4.0	2.1875	4	2.0	1	0	100.0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	0	0	0	0	0	16.666666666666668	5.555555555555555	0	0	5.555555555555555	0	0	27.77777777777778	0	0	0	0	0	0	0	0	0	0	11.11111111111111	5.555555555555555	0	5.555555555555555	5.555555555555555	5.555555555555555	0	0	5.555555555555555	5.555555555555555	0	100.0	0.0	0	0	0	0	0	0	0
015.conllu	1	19	19.0	5.666666666666667	5.2631578947368425	21.05263157894737	0	0	5.2631578947368425	15.789473684210526	0	31.57894736842105	5.2631578947368425	0	5.2631578947368425	0	5.2631578947368425	0	0	5.2631578947368425	0	0.4444444444444444	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	5.0	19.0	9.0	2.235294117647059	9	1.5	2	50.0	50.0	0	0	0	0	0	100.0	0.0	0	0	0	0	5.2631578947368425	0	0	0	21.05263157894737	5.2631578947368425	0	0	5.2631578947368425	0	0	15.789473684210526	0	0	5.2631578947368425	0	0	0	0	0	0	0	15.789473684210526	5.2631578947368425	0	5.2631578947368425	0	5.2631578947368425	0	0	5.2631578947368425	5.2631578947368425	0	100.0	0.0	0	0	0	0	0	0	0
016.conllu	2	43	21.5	5275	2.3255813953488373	9.30232558139535	9.30232558139535	2.3255813953488373	2.3255813953488373	27.906976744186046	0	25.58139534883721	0	0	0	0	6.976744186046512	2.3255813953488373	0	11.627906976744185	0	525	0	0	0	100.0	0	50.0	50.0	0	40.0	20.0	40.0	0	0	50.0	0	50.0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	0	0	0	2.5	100.0	3.0	0	20.0	20.0	20.0	20.0	20.0	0	5.0	8.6	13.0	2.5526315789473686	23	1.0	3	100.0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	4.651162790697675	9.30232558139535	2.3255813953488373	0	2.3255813953488373	0	6.976744186046512	2.3255813953488373	0	0	2.3255813953488373	0	0	25.58139534883721	2.3255813953488373	0	0	0	0	0	0	0	0	4.651162790697675	6.976744186046512	6.976744186046512	0	0	9.30232558139535	0	0	0	6.976744186046512	4.651162790697675	2.3255813953488373	40.0	60.0	33.333333333333336	66.66666666666667	1.5	50.0	50.0	0	0
017.conllu	2	40	20.0	5.72972972972973	0	12.5	7.5	2.5	2.5	25.0	0	30.0	0	0	0	0	7.5	2.5	0	10.0	0	0.5135135135135135	0	0	0	100.0	0	0	100.0	0	25.0	25.0	50.0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	0	0	0	2.0	100.0	3.25	0	25.0	25.0	0	25.0	0	25.0	3.5	10.0	9.5	2.6	15	1.0	4	100.0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	2.5	7.5	0	0	2.5	0	10.0	2.5	0	0	2.5	0	0	22.5	2.5	0	0	0	0	0	0	0	0	5.0	10.0	5.0	0	0	12.5	0	0	0	7.5	5.0	2.5	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
018.conllu	1	28	28.0	4.8076923076923075	3.5714285714285716	14.285714285714286	7.142857142857143	3.5714285714285716	0	21.428571428571427	0	21.428571428571427	0	0	3.5714285714285716	0	7.142857142857143	3.5714285714285716	0	14.285714285714286	0	0.5	0	0	0	100.0	0	0	100.0	0	25.0	0	75.0	0	0	0	0	0	100.0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	0	0	0	5.0	100.0	2.75	0	0	25.0	75.0	0	0	0	5.0	5.6	9.0	2.36	9	1.0	1	100.0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	7.142857142857143	7.142857142857143	3.5714285714285716	0	0	0	3.5714285714285716	0	0	0	0	3.5714285714285716	0	21.428571428571427	0	0	3.5714285714285716	0	0	0	0	0	0	14.285714285714286	3.5714285714285716	7.142857142857143	0	0	7.142857142857143	0	0	0	7.142857142857143	3.5714285714285716	7.142857142857143	20.0	80.0	75.0	25.0	2.0	50.0	0	50.0	0
019.conllu	1	28	28.0	4.846153846153846	3.5714285714285716	14.285714285714286	10.714285714285714	3.5714285714285716	0	17.857142857142858	0	21.428571428571427	0	0	3.5714285714285716	0	7.142857142857143	3.5714285714285716	0	14.285714285714286	0	0.5384615384615384	0	0	0	100.0	0	0	100.0	0	25.0	0	75.0	0	0	0	0	0	100.0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	0	0	0	5.0	100.0	2.5	0	0	50.0	50.0	0	0	0	7.0	5.6	8.0	2.12	8	1.0	1	100.0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	10.714285714285714	10.714285714285714	3.5714285714285716	0	0	0	3.5714285714285716	0	0	0	0	3.5714285714285716	0	17.857142857142858	0	0	3.5714285714285716	0	0	0	0	0	0	14.285714285714286	3.5714285714285716	7.142857142857143	0	0	7.142857142857143	0	0	0	7.142857142857143	3.5714285714285716	3.5714285714285716	20.0	80.0	75.0	25.0	1.3333333333333333	66.66666666666667	33.333333333333336	0	0
020.conllu	2	45	22.5	5.135135135135135	4.444444444444445	15.555555555555555	4.444444444444445	2.2222222222222223	2.2222222222222223	15.555555555555555	0	20.0	2.2222222222222223	0	4.444444444444445	2.2222222222222223	17.77777777777778	0	0	8.88888888888889	0	0.4864864864864865	0	0	0	100.0	0	0	100.0	0	50.0	0	50.0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	2.5	50.0	2.5	0	0	50.0	50.0	0	0	0	5.5	9.0	7.5	2.142857142857143	8	1.0	3	100.0	0	0	0	0	25.0	75.0	100.0	0.0	6.666666666666667	2.2222222222222223	0	4.444444444444445	0	0	0	0	8.88888888888889	2.2222222222222223	0	0	2.2222222222222223	2.2222222222222223	0	15.555555555555555	0	0	0	0	0	0	0	0	0	6.666666666666667	6.666666666666667	4.444444444444445	0	2.2222222222222223	8.88888888888889	4.444444444444445	0	0	17.77777777777778	4.444444444444445	0	20.0	80.0	100.0	0.0	1.0	100.0	0	0	0
021.conllu	2	41	20.5	5.0588235294117645	4.878048780487805	12.195121951219512	2.4390243902439024	2.4390243902439024	2.4390243902439024	17.073170731707318	0	19.51219512195122	2.4390243902439024	0	4.878048780487805	2.4390243902439024	17.073170731707318	0	0	12.195121951219512	0	0.5	0	0	0	100.0	0	0	100.0	0	60.0	0	40.0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	3.0	100.0	2.4	0	0	60.0	40.0	0	0	0	5.0	6.833333333333333	6.0	2.09375	8	1.0	2	100.0	0	0	0	0	20.0	80.0	100.0	0.0	2.4390243902439024	2.4390243902439024	0	2.4390243902439024	0	0	0	0	4.878048780487805	2.4390243902439024	0	0	2.4390243902439024	2.4390243902439024	0	17.073170731707318	0	0	0	0	0	0	0	0	0	7.317073170731708	4.878048780487805	7.317073170731708	0	2.4390243902439024	12.195121951219512	2.4390243902439024	0	0	17.073170731707318	4.878048780487805	4.878048780487805	33.333333333333336	66.66666666666667	75.0	25.0	1.0	100.0	0	0	0
022.conllu	1	26	26.0	5.68	7.6923076923076925	11.538461538461538	3.8461538461538463	3.8461538461538463	3.8461538461538463	23.076923076923077	0	26.923076923076923	0	0	3.8461538461538463	0	3.8461538461538463	0	0	11.538461538461538	0	0.52	0	0	0	100.0	0	0	100.0	0	66.66666666666667	0	33.333333333333336	0	0	0	0	0	100.0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	4.0	100.0	2.6666666666666665	0	0	33.333333333333336	66.66666666666667	0	0	0	4.0	6.5	7.0	2.25	7	1.0	1	100.0	0	0	0	0	0.0	100.0	100.0	0.0	0	3.8461538461538463	0	3.8461538461538463	7.6923076923076925	0	0	0	7.6923076923076925	3.8461538461538463	0	0	3.8461538461538463	3.8461538461538463	0	23.076923076923077	0	0	0	0	0	0	0	0	0	3.8461538461538463	3.8461538461538463	7.6923076923076925	0	0	11.538461538461538	3.8461538461538463	0	0	3.8461538461538463	3.8461538461538463	3.8461538461538463	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0	0
